epoch,loss,categorical_accuracy,precision,recall,val_loss,val_categorical_accuracy,val_precision,val_recall
1,3.2368874549865723,0.445971816778183,0.7233604788780212,0.06759561598300934,1.036543369293213,0.4836882948875427,0.7412953972816467,0.1328555941581726
2,3.2087771892547607,0.45760679244995117,0.7235901355743408,0.09780362248420715,1.0612074136734009,0.4520176649093628,0.7696200609207153,0.13265429437160492
3,3.192389488220215,0.45913219451904297,0.6947325468063354,0.11475285142660141,1.0454572439193726,0.47210702300071716,0.6890727281570435,0.16095656156539917
4,3.175288438796997,0.4613688290119171,0.6675011515617371,0.13120107352733612,1.073962926864624,0.43807452917099,0.6639859080314636,0.14181998372077942
5,3.1593096256256104,0.46276000142097473,0.6493231058120728,0.14525610208511353,1.0764236450195312,0.42645302414894104,0.6099762320518494,0.12061677128076553
6,3.137763261795044,0.466624915599823,0.6231881380081177,0.16174457967281342,1.0311176776885986,0.4792194962501526,0.6326630711555481,0.20732182264328003
7,3.1178157329559326,0.4702795743942261,0.6122485995292664,0.18017445504665375,1.0801200866699219,0.4356321394443512,0.5161969661712646,0.17428237199783325
8,3.095903158187866,0.4720867872238159,0.5994179248809814,0.19439052045345306,1.075272560119629,0.42374223470687866,0.5507135987281799,0.17451050877571106
9,3.077075481414795,0.4745381474494934,0.5896090865135193,0.20712144672870636,1.0917773246765137,0.402955025434494,0.4924275279045105,0.1518445461988449
10,3.055595874786377,0.4788011610507965,0.5857873558998108,0.22076493501663208,1.0901225805282593,0.4082021415233612,0.4696882963180542,0.17591959238052368
11,3.0363402366638184,0.4801565706729889,0.5787622928619385,0.23264147341251373,1.0850367546081543,0.43208932876586914,0.5087988972663879,0.2134009748697281
12,3.0092506408691406,0.4861149489879608,0.57545405626297,0.2449161261320114,1.0885238647460938,0.4258357286453247,0.4861551821231842,0.20969711244106293
13,2.988248825073242,0.48747482895851135,0.5693458318710327,0.25749048590660095,1.1559034585952759,0.37435752153396606,0.3928306996822357,0.17794597148895264
14,2.9617862701416016,0.492068886756897,0.5691015720367432,0.2716260254383087,1.1238418817520142,0.3907564580440521,0.41450926661491394,0.19123153388500214
15,2.934627056121826,0.49514201283454895,0.5674721598625183,0.28404831886291504,1.139502763748169,0.38524094223976135,0.4013707637786865,0.2043292075395584
16,2.910492420196533,0.4993782043457031,0.5681918263435364,0.2946946918964386,1.15349543094635,0.38141632080078125,0.3889886140823364,0.1948414444923401
17,2.8767404556274414,0.5036457180976868,0.5698645710945129,0.3096846342086792,1.0591496229171753,0.4687923491001129,0.5205116868019104,0.285035640001297
18,2.859778881072998,0.505837619304657,0.568390965461731,0.31998211145401,1.1474937200546265,0.38626086711883545,0.39176085591316223,0.21631304919719696
19,2.829474687576294,0.5106687545776367,0.571717381477356,0.33144262433052063,1.1162075996398926,0.4385979175567627,0.46785449981689453,0.28789404034614563
20,2.8048453330993652,0.5139968395233154,0.572495698928833,0.3394050598144531,1.1755907535552979,0.3842747211456299,0.3931144177913666,0.23873746395111084
21,2.7869906425476074,0.5152001976966858,0.5699349641799927,0.34845447540283203,1.2224352359771729,0.3645208477973938,0.3671363592147827,0.2272769957780838
22,2.7610671520233154,0.5189666748046875,0.5735322833061218,0.3571549952030182,1.207179307937622,0.36809051036834717,0.36996862292289734,0.22794798016548157
23,2.7394092082977295,0.5228584408760071,0.5756962299346924,0.3650771677494049,1.1479249000549316,0.4239301085472107,0.44696280360221863,0.2903096079826355
24,2.725015163421631,0.5238649249076843,0.5749840140342712,0.3696667551994324,1.2319984436035156,0.3762497007846832,0.3794301450252533,0.2476884424686432
25,2.708597183227539,0.527099072933197,0.5754324793815613,0.376457154750824,1.1743228435516357,0.40192171931266785,0.41552969813346863,0.267294704914093
