epoch,loss,precision
1,2.925854206085205,0.7531688809394836
2,2.8452541828155518,0.7917882204055786
3,2.8102872371673584,0.7155849933624268
4,2.7573049068450928,0.6417247653007507
5,2.705806255340576,0.5974968671798706
6,2.63480806350708,0.5733547806739807
7,2.5589842796325684,0.5572459697723389
8,2.476323127746582,0.5482880473136902
9,2.404906749725342,0.544582724571228
10,2.333848476409912,0.5432352423667908
11,2.269651174545288,0.5499359369277954
12,2.2124533653259277,0.5532281994819641
13,2.1578643321990967,0.5565081834793091
14,2.1048150062561035,0.5606710910797119
15,2.0619759559631348,0.5631940364837646
16,2.0167412757873535,0.5682297348976135
17,1.9775677919387817,0.5725072622299194
18,1.9404044151306152,0.5751513242721558
19,1.9125522375106812,0.5793275833129883
20,1.881138801574707,0.5829892158508301
21,1.8479087352752686,0.586293637752533
22,1.8263002634048462,0.5907595157623291
23,1.8068645000457764,0.5925577282905579
24,1.7780040502548218,0.5953477621078491
25,1.7642147541046143,0.5990920066833496
26,1.7496249675750732,0.6003351807594299
27,1.718364953994751,0.6056625843048096
28,1.7101292610168457,0.6072654724121094
29,1.6909599304199219,0.6088095307350159
30,1.6790568828582764,0.6130824685096741
