epoch,loss,precision
1,3.0688600540161133,0.20676691830158234
2,3.0629167556762695,0.0833333358168602
3,3.0587663650512695,0.52173912525177
4,3.042370080947876,0.8456420302391052
5,3.029986619949341,0.902369499206543
6,3.0222549438476562,0.9091717600822449
7,3.0173072814941406,0.9066513776779175
8,3.0129382610321045,0.8991836905479431
9,3.010512113571167,0.8903683423995972
10,3.0092616081237793,0.9072767496109009
11,3.006923198699951,0.8926694989204407
12,3.0038070678710938,0.8847118020057678
13,3.004317283630371,0.8911018371582031
14,3.002955913543701,0.8998043537139893
15,2.999260663986206,0.8810105919837952
16,2.9987900257110596,0.8853399157524109
17,2.9967565536499023,0.8854750394821167
18,2.996528387069702,0.8686286211013794
19,2.9967219829559326,0.8771160244941711
20,2.991875410079956,0.8779734969139099
21,2.9939868450164795,0.8576940894126892
22,2.9942455291748047,0.8657341003417969
23,2.9922237396240234,0.8610732555389404
24,2.9921305179595947,0.8597903251647949
25,2.9907729625701904,0.8697158694267273
26,2.989058494567871,0.8727162480354309
27,2.988321542739868,0.8610125780105591
28,2.9894192218780518,0.8520538210868835
29,2.9884250164031982,0.860359787940979
30,2.9873313903808594,0.8561437129974365
