epoch,loss,accuracy,precision,recall,val_loss,val_accuracy,val_precision,val_recall
1,1.3881291151046753,0.5039074420928955,0.2812691926956177,0.5236280560493469,0.6859093904495239,0.6133166551589966,0.2763157784938812,0.3039807081222534
2,1.3873891830444336,0.46816712617874146,0.27593061327934265,0.5819360017776489,0.6796721816062927,0.627070963382721,0.27966102957725525,0.2786489725112915
3,1.3851191997528076,0.5417317748069763,0.28543782234191895,0.4496951103210449,0.6770118474960327,0.647389829158783,0.24873949587345123,0.17852835357189178
4,1.3848466873168945,0.5046368837356567,0.28502219915390015,0.5381097793579102,0.6816732287406921,0.6251953840255737,0.27657005190849304,0.2762364149093628
5,1.3832217454910278,0.5306866765022278,0.2903657555580139,0.49618902802467346,0.6798539757728577,0.6161300539970398,0.279558002948761,0.3051869869232178
6,1.3881325721740723,0.5163071751594543,0.2881142497062683,0.5228658318519592,0.7096962928771973,0.35104718804359436,0.2644503116607666,0.8443908095359802
7,1.3835521936416626,0.5323538780212402,0.29252004623413086,0.5007622241973877,0.6878784894943237,0.5514222979545593,0.2606635093688965,0.39806997776031494
8,1.3816741704940796,0.532562255859375,0.29654720425605774,0.5171493887901306,0.6957904100418091,0.49577993154525757,0.2647058963775635,0.5319662094116211
9,1.3813104629516602,0.5432947874069214,0.29814091324806213,0.4950457215309143,0.6695955395698547,0.6630197167396545,0.3014354109764099,0.22798553109169006
10,1.3824657201766968,0.5481921434402466,0.29383429884910583,0.46493902802467346,0.7087635397911072,0.43075960874557495,0.2695167362689972,0.6996381282806396
11,1.3871159553527832,0.503490686416626,0.27923282980918884,0.5160061120986938,0.699598491191864,0.48671460151672363,0.26045963168144226,0.5331724882125854
12,1.386315941810608,0.49869751930236816,0.2782396972179413,0.5228658318519592,0.6750437617301941,0.6986558437347412,0.29357796907424927,0.11580216884613037
13,1.3849085569381714,0.5151609778404236,0.2910401523113251,0.5384908318519592,0.703190803527832,0.4241950511932373,0.26342830061912537,0.6803377270698547
14,1.3923271894454956,0.49150776863098145,0.27458032965660095,0.5236280560493469,0.7194469571113586,0.2653954327106476,0.25910675525665283,0.9867309927940369
15,1.3867080211639404,0.5060956478118896,0.28372853994369507,0.5289633870124817,0.7488982677459717,0.2710222005844116,0.2604399025440216,0.9855247139930725
16,1.3841296434402466,0.5565280914306641,0.2932083010673523,0.4409298896789551,0.7342972159385681,0.3032197654247284,0.25660640001296997,0.8902291655540466
17,1.38765549659729,0.5329790711402893,0.2820272147655487,0.4580792784690857,0.6868980526924133,0.6189433932304382,0.2678571343421936,0.27141132950782776
18,1.3856379985809326,0.5301656723022461,0.28437429666519165,0.4737042784690857,0.6896256804466248,0.5933104157447815,0.2635270655155182,0.31724968552589417
19,1.3866968154907227,0.48087945580482483,0.28028327226638794,0.5731707215309143,0.6837714314460754,0.5811191201210022,0.2290562093257904,0.26055487990379333
20,1.386850118637085,0.48358863592147827,0.2814842462539673,0.5724085569381714,0.6887421607971191,0.5232885479927063,0.26358696818351746,0.4680337607860565
21,1.385580062866211,0.5523601174354553,0.29276153445243835,0.45007622241973877,0.7101723551750183,0.264457643032074,0.25916561484336853,0.9891435503959656
22,1.384665846824646,0.5512139201164246,0.28516721725463867,0.42568597197532654,0.6980467438697815,0.391684889793396,0.2601975202560425,0.7310011982917786
23,1.3852900266647339,0.4761904776096344,0.28269127011299133,0.5956555008888245,0.7212826609611511,0.2610190808773041,0.2596304416656494,1.0
24,1.3849098682403564,0.5221423506736755,0.2850569784641266,0.4958079159259796,0.7044275403022766,0.33447951078414917,0.25961539149284363,0.8468033671379089
25,1.3876687288284302,0.5073460340499878,0.2734711468219757,0.48399388790130615,0.6739168167114258,0.725226640701294,0.2641509473323822,0.033775635063648224
