epoch,loss,accuracy,precision,recall,val_loss,val_accuracy,val_precision,val_recall
1,1.3880369663238525,0.46285298466682434,0.27542147040367126,0.5914633870124817,0.6770016551017761,0.7408565282821655,0.0,0.0
2,1.386627197265625,0.5972699522972107,0.27783745527267456,0.29573169350624084,0.704177737236023,0.28540170192718506,0.2610692083835602,0.9601929783821106
3,1.386954665184021,0.5077628493309021,0.27243173122406006,0.47903963923454285,0.6840044260025024,0.7389809489250183,0.3333333432674408,0.007237635552883148
4,1.3858329057693481,0.5444409847259521,0.282911092042923,0.4340701103210449,0.6797106266021729,0.7411690950393677,0.5555555820465088,0.006031363271176815
5,1.3857390880584717,0.6114410758018494,0.28952381014823914,0.2896341383457184,0.7060360908508301,0.3357299268245697,0.26367613673210144,0.8721351027488708
6,1.3858226537704468,0.48379701375961304,0.27977314591407776,0.5640243887901306,0.6777011752128601,0.626758337020874,0.25170066952705383,0.22316043078899384
7,1.3868483304977417,0.45555901527404785,0.2703514099121094,0.5834603905677795,0.695485532283783,0.4320099949836731,0.26363635063171387,0.6646562218666077
8,1.3985124826431274,0.527456521987915,0.27352452278137207,0.4397865831851959,0.6933280825614929,0.4563926160335541,0.26153039932250977,0.6019300222396851
9,1.3870413303375244,0.47494009137153625,0.27074235677719116,0.5434451103210449,0.6945084929466248,0.4407627284526825,0.26377952098846436,0.6465620994567871
10,1.3862652778625488,0.5353756546974182,0.28487691283226013,0.463033527135849,0.6992709636688232,0.34854641556739807,0.26077011227607727,0.8250904679298401
11,1.385871410369873,0.4804626405239105,0.28137725591659546,0.5792682766914368,0.6950515508651733,0.4670209586620331,0.2652733027935028,0.5971049666404724
12,1.3859424591064453,0.4960925281047821,0.2718646824359894,0.5022866129875183,0.6938992738723755,0.49984368681907654,0.2731018364429474,0.5597105026245117
13,1.38438081741333,0.5147441625595093,0.289588063955307,0.5331555008888245,0.6822019219398499,0.6899030804634094,0.3192904591560364,0.17370325326919556
14,1.3858171701431274,0.48754820227622986,0.2780572772026062,0.5476372241973877,0.6827742457389832,0.6727102398872375,0.30181819200515747,0.20024125277996063
15,1.3838615417480469,0.6015421748161316,0.3079385459423065,0.3666158616542816,0.7072342038154602,0.3513598144054413,0.2647280991077423,0.8455970883369446
16,1.38322114944458,0.4936959445476532,0.2891111671924591,0.5838414430618286,0.6934747695922852,0.3960612714290619,0.26320308446884155,0.7394450902938843
17,1.3832154273986816,0.4914035499095917,0.2890259921550751,0.5891768336296082,0.6980892419815063,0.518912136554718,0.26948052644729614,0.5006031394004822
18,1.3835597038269043,0.5471501350402832,0.2902046740055084,0.4538871943950653,0.6950003504753113,0.5229759216308594,0.2787301540374756,0.5295536518096924
19,1.38260817527771,0.5421485900878906,0.3000451922416687,0.5060975551605225,0.6900714635848999,0.5614254474639893,0.2761310338973999,0.42702051997184753
20,1.3816865682601929,0.5469417572021484,0.29925477504730225,0.48971036076545715,0.6898602843284607,0.5742419362068176,0.27006039023399353,0.37756332755088806
21,1.3826113939285278,0.5697613954544067,0.29787805676460266,0.4226371943950653,0.6963062286376953,0.519849956035614,0.27469727396965027,0.5199034810066223
22,1.3818663358688354,0.5383974313735962,0.2933638393878937,0.4885670840740204,0.6867086887359619,0.6145670413970947,0.28958332538604736,0.33534377813339233
23,1.381327509880066,0.5354798436164856,0.2945788502693176,0.5011432766914368,0.6814471483230591,0.6511409878730774,0.304229199886322,0.26899880170822144
24,1.379704475402832,0.5728873610496521,0.3041168749332428,0.43635669350624084,0.7156487703323364,0.4129415452480316,0.2696530520915985,0.7406513690948486
25,1.3815397024154663,0.5552777051925659,0.3018321990966797,0.4771341383457184,0.6839084029197693,0.6308221220970154,0.28431373834609985,0.27985525131225586
