epoch,loss,accuracy,precision,recall,val_loss,val_accuracy,val_precision,val_recall
1,1.387794852256775,0.5376680493354797,0.28140825033187866,0.4447408616542816,0.7217404246330261,0.27039700746536255,0.258736789226532,0.9734619855880737
2,1.3861678838729858,0.5444409847259521,0.28171828389167786,0.4298780560493469,0.7211688160896301,0.2591434717178345,0.2591434717178345,1.0
3,1.3877090215682983,0.5566322803497314,0.27515852451324463,0.38033536076545715,0.6958162188529968,0.41763052344322205,0.25863680243492126,0.6682750582695007
4,1.3847572803497314,0.4878607988357544,0.2845589518547058,0.5766006112098694,0.694506049156189,0.4976555109024048,0.2633819878101349,0.522316038608551
5,1.3855665922164917,0.5463165640830994,0.28641974925994873,0.44207316637039185,0.7000246047973633,0.42732104659080505,0.25854596495628357,0.6477683782577515
6,1.3841599225997925,0.5153694152832031,0.2866764962673187,0.5190548896789551,0.6981721520423889,0.49546733498573303,0.26595109701156616,0.5379976034164429
7,1.3838378190994263,0.5326664447784424,0.2906636595726013,0.4923780560493469,0.6863439083099365,0.6198812127113342,0.274738073348999,0.2846803367137909
8,1.3832095861434937,0.5750755667686462,0.29275941848754883,0.3913871943950653,0.686466634273529,0.6105032563209534,0.27163198590278625,0.2991556227207184
9,1.3824766874313354,0.581327497959137,0.29584065079689026,0.384908527135849,0.7630345225334167,0.2672710120677948,0.2606635093688965,0.9951748847961426
10,1.3802008628845215,0.5893508195877075,0.3038427233695984,0.38871949911117554,0.7265186309814453,0.3357299268245697,0.2658959627151489,0.8878166675567627
11,1.3813782930374146,0.5461081862449646,0.2947867214679718,0.47408536076545715,0.6832029223442078,0.6339480876922607,0.2944711446762085,0.2955367863178253
12,1.3807567358016968,0.5531936883926392,0.2987421452999115,0.47065550088882446,0.6866423487663269,0.6361362934112549,0.29088640213012695,0.2810615301132202
13,1.3800824880599976,0.6027925610542297,0.31130877137184143,0.3734756112098694,0.694736123085022,0.5845576524734497,0.2787610590457916,0.3799758851528168
14,1.3803452253341675,0.59101802110672,0.3086201846599579,0.3997713327407837,0.687100887298584,0.6183182001113892,0.30000001192092896,0.35464414954185486
15,1.3806521892547607,0.5669479966163635,0.3049898147583008,0.4565548896789551,0.6881880760192871,0.6136292815208435,0.30300095677375793,0.37756332755088806
16,1.3792966604232788,0.6068562865257263,0.31207066774368286,0.3635670840740204,0.7137795090675354,0.48140043020248413,0.27445653080940247,0.6091676950454712
17,1.3779973983764648,0.5630926489830017,0.3038259446620941,0.463033527135849,0.669796347618103,0.6942794919013977,0.3397849500179291,0.19059106707572937
18,1.3776297569274902,0.5844534635543823,0.30928412079811096,0.42149388790130615,0.6958976984024048,0.5639262199401855,0.27432218194007874,0.41495779156684875
19,1.3773454427719116,0.6047723293304443,0.3179694712162018,0.3891006112098694,0.6889642477035522,0.6161300539970398,0.30188679695129395,0.36670687794685364
20,1.378435730934143,0.5636136531829834,0.30020439624786377,0.44778963923454285,0.6748338341712952,0.6683338284492493,0.3122977316379547,0.2328106164932251
21,1.3770676851272583,0.5936229825019836,0.30748340487480164,0.3883384168148041,0.689346432685852,0.6108158826828003,0.2936508059501648,0.35705670714378357
22,1.3765959739685059,0.6063353419303894,0.32235223054885864,0.3990091383457184,0.7175320982933044,0.475148469209671,0.27272728085517883,0.6151990294456482
23,1.376131534576416,0.5892466306686401,0.3159217834472656,0.4310213327407837,0.6931448578834534,0.6008127331733704,0.2914339005947113,0.37756332755088806
24,1.3750336170196533,0.6097738742828369,0.32155364751815796,0.384908527135849,0.7008313536643982,0.5486089587211609,0.2720533609390259,0.442702054977417
25,1.3741625547409058,0.6121704578399658,0.32527053356170654,0.38948169350624084,0.7040862441062927,0.5407940149307251,0.2740113139152527,0.4680337607860565
