epoch,loss,precision
1,1.4003758430480957,0.2673741281032562
2,1.3882184028625488,0.27381420135498047
3,1.389500379562378,0.26577436923980713
4,1.387904167175293,0.26902058720588684
5,1.3884271383285522,0.27290618419647217
6,1.387972116470337,0.2694961428642273
7,1.3886780738830566,0.27639123797416687
8,1.386749029159546,0.27679386734962463
9,1.3863625526428223,0.2699386477470398
10,1.3869949579238892,0.2737219035625458
11,1.386565923690796,0.276151567697525
12,1.3863649368286133,0.27729883790016174
13,1.387164831161499,0.2702581286430359
14,1.3866310119628906,0.27288466691970825
15,1.3872932195663452,0.2700744569301605
16,1.387192726135254,0.2699781060218811
17,1.3871067762374878,0.2708168625831604
18,1.38715660572052,0.2729671895503998
19,1.3864880800247192,0.2788277268409729
20,1.386321783065796,0.27576255798339844
21,1.3865971565246582,0.2748280465602875
22,1.3859455585479736,0.27572932839393616
23,1.3873227834701538,0.27797457575798035
24,1.386953353881836,0.2731570899486542
25,1.3866983652114868,0.269598126411438
26,1.3867950439453125,0.27211982011795044
27,1.3868987560272217,0.27316904067993164
28,1.38679838180542,0.2727777659893036
29,1.3869831562042236,0.2691895067691803
30,1.3863939046859741,0.28169015049934387
