epoch,loss,precision
1,1.406935214996338,0.2772727310657501
2,1.400965929031372,0.280400812625885
3,1.3921760320663452,0.2866799235343933
4,1.3925069570541382,0.2844606041908264
5,1.387595772743225,0.2941286861896515
6,1.3855239152908325,0.29283368587493896
7,1.3848193883895874,0.29530200362205505
8,1.3817123174667358,0.3024679124355316
9,1.3806580305099487,0.3003701865673065
10,1.3808258771896362,0.3035571575164795
11,1.3763982057571411,0.31397730112075806
12,1.3742890357971191,0.31528910994529724
13,1.3748369216918945,0.31709232926368713
14,1.3657948970794678,0.32875940203666687
15,1.3629214763641357,0.3279775083065033
16,1.3571261167526245,0.332580029964447
17,1.3552937507629395,0.33876028656959534
18,1.3387377262115479,0.35446205735206604
19,1.3333081007003784,0.3594890534877777
20,1.3264843225479126,0.35858386754989624
21,1.316170334815979,0.3694949448108673
22,1.3027243614196777,0.3801412582397461
23,1.2850937843322754,0.3894009292125702
24,1.2835434675216675,0.38485094904899597
25,1.2596338987350464,0.40360933542251587
26,1.2470064163208008,0.40759754180908203
27,1.2284774780273438,0.4292852580547333
28,1.2072389125823975,0.43039342761039734
29,1.1987508535385132,0.4396912753582001
30,1.164245843887329,0.4559515714645386
