epoch,loss,precision
1,1.4078038930892944,0.2776295840740204
2,1.3902684450149536,0.27961409091949463
3,1.3910179138183594,0.2735489010810852
4,1.388967752456665,0.2672238051891327
5,1.3871357440948486,0.2759891748428345
6,1.3862226009368896,0.2789473831653595
7,1.387153148651123,0.2738018333911896
8,1.387819766998291,0.2691029906272888
9,1.387019395828247,0.2778116762638092
10,1.387643814086914,0.2834325134754181
11,1.3871946334838867,0.27775219082832336
12,1.3867847919464111,0.27827516198158264
13,1.3870856761932373,0.27432164549827576
14,1.387511134147644,0.2793504297733307
15,1.387061357498169,0.2731475830078125
16,1.3870525360107422,0.2744082808494568
17,1.387115240097046,0.2631286382675171
18,1.3868293762207031,0.2822791337966919
19,1.386730432510376,0.2812030017375946
20,1.3868844509124756,0.2704637348651886
21,1.3864383697509766,0.2800237834453583
22,1.3882637023925781,0.27505043148994446
23,1.3870792388916016,0.27568134665489197
24,1.3882784843444824,0.27662014961242676
25,1.386855959892273,0.2825366258621216
26,1.3872120380401611,0.280692458152771
27,1.386954665184021,0.2809213697910309
28,1.3869853019714355,0.27387475967407227
29,1.3868039846420288,0.2799817621707916
30,1.3879142999649048,0.2746037542819977
