epoch,loss,accuracy,precision,recall,val_loss,val_accuracy,val_precision,val_recall
1,1.3887007236480713,0.47931644320487976,0.26785364747047424,0.5217225551605225,0.6963102221488953,0.41575491428375244,0.25471699237823486,0.6513872146606445
2,1.3868430852890015,0.5266228914260864,0.2829676568508148,0.4767530560493469,0.7012508511543274,0.4688965380191803,0.26046255230903625,0.5705669522285461
3,1.3886252641677856,0.4966135323047638,0.2718627154827118,0.5011432766914368,0.6911274790763855,0.5970615744590759,0.2633744776248932,0.30880579352378845
4,1.385761022567749,0.5637178421020508,0.28803905844688416,0.4047256112098694,0.7031881809234619,0.34823381900787354,0.25602176785469055,0.7949336767196655
5,1.3878414630889893,0.44430550932884216,0.2735328674316406,0.6234756112098694,0.6712324023246765,0.7108471393585205,0.2669903039932251,0.06634499132633209
6,1.3875737190246582,0.5096384286880493,0.2816694676876068,0.5118139982223511,0.6855817437171936,0.6908408999443054,0.2916666567325592,0.1351025402545929
7,1.386641263961792,0.5527769327163696,0.2849406898021698,0.4211128056049347,0.6998844146728516,0.38011878728866577,0.2553010880947113,0.7261761426925659
8,1.3870006799697876,0.4938001334667206,0.27597272396087646,0.5243902206420898,0.701849639415741,0.2875898778438568,0.25752508640289307,0.9288299083709717
9,1.3882763385772705,0.5128685832023621,0.26877114176750183,0.45426830649375916,0.6932570934295654,0.5104719996452332,0.2586771547794342,0.4764776825904846
10,1.3858511447906494,0.4731687009334564,0.2792302072048187,0.5861280560493469,0.691588282585144,0.5711159706115723,0.26329556107521057,0.3642943203449249
11,1.3861156702041626,0.5017192959785461,0.2718816101551056,0.490091472864151,0.6894120573997498,0.6495779752731323,0.2877906858921051,0.2388419806957245
12,1.3849552869796753,0.5317286849021912,0.28205129504203796,0.4611280560493469,0.6674004793167114,0.7408565282821655,0.0,0.0
13,1.3879785537719727,0.5413150191307068,0.27763882279396057,0.42301830649375916,0.6955245137214661,0.5073460340499878,0.2541145384311676,0.4656212329864502
14,1.3848704099655151,0.5221423506736755,0.27935221791267395,0.47332316637039185,0.6936078071594238,0.5457955598831177,0.2607361972332001,0.41013267636299133
15,1.3857470750808716,0.5840367078781128,0.2810499370098114,0.3346036672592163,0.6894384026527405,0.5711159706115723,0.25994694232940674,0.35464414954185486
16,1.3843843936920166,0.5437116026878357,0.2832798361778259,0.43711888790130615,0.7071302533149719,0.4792122542858124,0.26099371910095215,0.551266610622406
17,1.3858224153518677,0.5801813006401062,0.2835130989551544,0.35060974955558777,0.6886625289916992,0.6530165672302246,0.29428988695144653,0.24246080219745636
18,1.386772871017456,0.5944566130638123,0.28228020668029785,0.3132621943950653,0.68194580078125,0.7305408120155334,0.3012048304080963,0.0301568154245615
19,1.3854587078094482,0.5908096432685852,0.28757745027542114,0.3361280560493469,0.6964005827903748,0.41575491428375244,0.25517889857292175,0.6537997722625732
20,1.3879214525222778,0.4396165609359741,0.2706528902053833,0.6192835569381714,0.6774505376815796,0.7289777994155884,0.21212121844291687,0.016887817531824112
21,1.3896121978759766,0.5555902719497681,0.27489712834358215,0.38185974955558777,0.6967631578445435,0.4154423177242279,0.25505882501602173,0.6537997722625732
22,1.3872888088226318,0.49744713306427,0.28136807680130005,0.5392530560493469,0.6966222524642944,0.46045640110969543,0.2662845253944397,0.6164053082466125
23,1.3893526792526245,0.5714285969734192,0.26943325996398926,0.3315548896789551,0.6748812198638916,0.7392935156822205,0.3333333432674408,0.006031363271176815
24,1.3868104219436646,0.5458997488021851,0.27826085686683655,0.4146341383457184,0.6791029572486877,0.7408565282821655,0.0,0.0
25,1.3864775896072388,0.5442325472831726,0.2822299599647522,0.43216463923454285,0.692909836769104,0.5354798436164856,0.2572062015533447,0.4197828769683838
