epoch,loss,categorical_accuracy,precision,recall,val_loss,val_categorical_accuracy,val_precision,val_recall
1,34.27886199951172,0.21966002881526947,0.21446338295936584,0.1882174015045166,13.335111618041992,0.20226256549358368,0.20201143622398376,0.20000804960727692
2,34.291385650634766,0.2091299444437027,0.21016210317611694,0.195902481675148,13.319158554077148,0.20067903399467468,0.20253387093544006,0.16990754008293152
3,32.40732192993164,0.5513531565666199,0.5581696629524231,0.5458152294158936,6.338195323944092,0.606921911239624,0.606921911239624,0.606921911239624
4,32.23603820800781,0.5837262272834778,0.5837262272834778,0.5837262272834778,6.346648216247559,0.606921911239624,0.606921911239624,0.606921911239624
5,33.92350387573242,0.2797584533691406,0.2845580577850342,0.26657572388648987,13.351527214050293,0.19125837087631226,0.19168943166732788,0.18931250274181366
6,34.26111602783203,0.2091210037469864,0.20994889736175537,0.19534780085086823,13.336362838745117,0.20180629193782806,0.20180629193782806,0.20180629193782806
7,34.25613021850586,0.20925967395305634,0.21062614023685455,0.18430328369140625,13.32463550567627,0.20236992835998535,0.20157866179943085,0.1802675873041153
8,34.260406494140625,0.20845448970794678,0.21007998287677765,0.18339969217777252,13.341829299926758,0.19128520786762238,0.1938983052968979,0.1727122664451599
9,34.260311126708984,0.20873630046844482,0.20865938067436218,0.20135092735290527,13.334078788757324,0.2023565024137497,0.20205385982990265,0.1985587179660797
10,34.18937683105469,0.22113174200057983,0.22307927906513214,0.20194587111473083,6.336033821105957,0.606921911239624,0.606921911239624,0.606921911239624
11,32.23623275756836,0.5837262272834778,0.5837262272834778,0.5837262272834778,6.336549282073975,0.606921911239624,0.606921911239624,0.606921911239624
12,32.23617172241211,0.5837262272834778,0.5837262272834778,0.5837262272834778,6.336269378662109,0.606921911239624,0.606921911239624,0.606921911239624
13,32.236209869384766,0.5837262272834778,0.5837262272834778,0.5837262272834778,6.33611536026001,0.606921911239624,0.606921911239624,0.606921911239624
14,32.23621368408203,0.5837262272834778,0.5837262272834778,0.5837262272834778,6.336057186126709,0.606921911239624,0.606921911239624,0.606921911239624
15,32.23618698120117,0.5837262272834778,0.5837262272834778,0.5837262272834778,6.336082458496094,0.606921911239624,0.606921911239624,0.606921911239624
16,32.236175537109375,0.5837262272834778,0.5837262272834778,0.5837262272834778,6.336430072784424,0.606921911239624,0.606921911239624,0.606921911239624
17,32.62382125854492,0.5119704604148865,0.5128008127212524,0.5108968615531921,13.335707664489746,0.2024504542350769,0.20262865722179413,0.2004777491092682
18,34.26533508300781,0.20864683389663696,0.20876909792423248,0.20323865115642548,13.350523948669434,0.1938483864068985,0.19312188029289246,0.18327361345291138
19,34.2559928894043,0.2087094634771347,0.20907388627529144,0.19822411239147186,13.36209774017334,0.1912717968225479,0.1912717968225479,0.1912717968225479
20,34.25397872924805,0.20883919298648834,0.20927992463111877,0.19923953711986542,13.3360595703125,0.20181971788406372,0.2018144279718399,0.20180629193782806
21,34.24619674682617,0.20941177010536194,0.20982593297958374,0.20214717090129852,13.334256172180176,0.20206128060817719,0.2019660472869873,0.20071929693222046
22,34.26506423950195,0.20746588706970215,0.20761939883232117,0.1989264190196991,13.346769332885742,0.19618342816829681,0.1951162964105606,0.18068359792232513
23,34.250701904296875,0.20883023738861084,0.20883536338806152,0.20135539770126343,13.351645469665527,0.19395573437213898,0.19265827536582947,0.17699317634105682
24,34.25510025024414,0.2082800269126892,0.2087329924106598,0.20111384987831116,13.33411979675293,0.20187339186668396,0.20179396867752075,0.20167210698127747
25,34.24898147583008,0.2089689075946808,0.20899870991706848,0.20180273056030273,13.357182502746582,0.1912717968225479,0.19127435982227325,0.1912717968225479
