epoch,loss,accuracy,precision,recall,val_loss,val_accuracy,val_precision,val_recall
1,1.3870893716812134,0.5148484110832214,0.27826276421546936,0.4858993887901306,0.7057130932807922,0.2591434717178345,0.2591434717178345,1.0
2,1.3871221542358398,0.4629571735858917,0.27133044600486755,0.5720274448394775,0.7003334760665894,0.2591434717178345,0.2591434717178345,1.0
3,1.3863186836242676,0.394706666469574,0.27767693996429443,0.7580030560493469,0.6805647015571594,0.7408565282821655,0.0,0.0
4,1.3866732120513916,0.5570490956306458,0.27983760833740234,0.3940548896789551,0.7077351212501526,0.2591434717178345,0.2591434717178345,1.0
5,1.3861814737319946,0.4479524791240692,0.27988144755363464,0.6478658318519592,0.6821085810661316,0.7408565282821655,0.0,0.0
6,1.3865904808044434,0.4601438045501709,0.27198144793510437,0.5811737775802612,0.6871157884597778,0.7402313351631165,0.3333333432674408,0.0024125452619045973
7,1.3867994546890259,0.5194331407546997,0.26915931701660156,0.4416920840740204,0.697443962097168,0.3582369387149811,0.26056337356567383,0.8033775687217712
8,1.3871499300003052,0.49932271242141724,0.2778570055961609,0.519817054271698,0.6883244514465332,0.5933104157447815,0.2834862470626831,0.372738242149353
9,1.3857336044311523,0.5358966588973999,0.2868126630783081,0.46913111209869385,0.7070759534835815,0.2591434717178345,0.2591434717178345,1.0
10,1.3862898349761963,0.46722933650016785,0.27851930260658264,0.5964176654815674,0.7001482844352722,0.25976866483688354,0.258853018283844,0.9963811635971069
11,1.3862299919128418,0.4772324562072754,0.2762296497821808,0.5628811120986938,0.7002949714660645,0.27289777994155884,0.2587818205356598,0.9686369299888611
12,1.3864363431930542,0.45357924699783325,0.2772866487503052,0.6215701103210449,0.6775196194648743,0.7408565282821655,0.0,0.0
13,1.385045051574707,0.5307908654212952,0.2821701765060425,0.4637957215309143,0.7053782939910889,0.260393887758255,0.2593172490596771,0.9987937211990356
14,1.3862930536270142,0.5070334672927856,0.27741390466690063,0.5003811120986938,0.7106546759605408,0.2591434717178345,0.2591434717178345,1.0
15,1.3864588737487793,0.4777534604072571,0.2777364253997803,0.5685975551605225,0.6867892742156982,0.7158486843109131,0.30000001192092896,0.07237635552883148
16,1.386459231376648,0.5303740501403809,0.2737322747707367,0.4340701103210449,0.7071924209594727,0.2591434717178345,0.2591434717178345,1.0
17,1.3861922025680542,0.4126289486885071,0.27658313512802124,0.7107469439506531,0.6903099417686462,0.5823695063591003,0.28388747572898865,0.4016887843608856
18,1.3861266374588013,0.5104719996452332,0.2763157784938812,0.48818597197532654,0.6884859204292297,0.6808377504348755,0.3146718144416809,0.19662243127822876
19,1.3863967657089233,0.4620193839073181,0.2794858515262604,0.6131860017776489,0.6912069320678711,0.5448577404022217,0.2752688229084015,0.4632086753845215
20,1.385532021522522,0.49682191014289856,0.2839506268501282,0.5522103905677795,0.686123251914978,0.6920912861824036,0.2958115041255951,0.13630880415439606
21,1.385853886604309,0.5347504615783691,0.27899160981178284,0.44283536076545715,0.6836566925048828,0.7089715600013733,0.31521740555763245,0.10494571924209595
22,1.3854318857192993,0.5321454405784607,0.28292229771614075,0.46341463923454285,0.7058324217796326,0.26789620518684387,0.2606770098209381,0.993968665599823
23,1.3857570886611938,0.5264145135879517,0.27944889664649963,0.4637957215309143,0.708493709564209,0.260393887758255,0.2594679296016693,1.0
24,1.386006236076355,0.43169739842414856,0.27272728085517883,0.6471036672592163,0.6958022117614746,0.4251328408718109,0.26576995849609375,0.6911942362785339
25,1.3862687349319458,0.4824424386024475,0.27740833163261414,0.5564024448394775,0.7040131688117981,0.26852139830589294,0.25962457060813904,0.9843184351921082
