epoch,loss,categorical_accuracy,precision,recall,val_loss,val_categorical_accuracy,val_precision,val_recall
1,34.3220329284668,0.21167971193790436,0.21190235018730164,0.18164169788360596,13.3193941116333,0.20302750170230865,0.20346440374851227,0.19798167049884796
2,34.216922760009766,0.2155669927597046,0.21661756932735443,0.20162826776504517,13.355515480041504,0.19462673366069794,0.19456276297569275,0.19064106047153473
3,34.1816291809082,0.21771416068077087,0.21841943264007568,0.20865577459335327,13.269970893859863,0.20329588651657104,0.20322303473949432,0.165170356631279
4,32.45954895019531,0.5398210883140564,0.5416147112846375,0.5384433269500732,6.335671424865723,0.606921911239624,0.606921911239624,0.606921911239624
5,32.2361946105957,0.5837262272834778,0.5837262272834778,0.5837262272834778,6.335671424865723,0.606921911239624,0.606921911239624,0.606921911239624
6,32.23622512817383,0.5837262272834778,0.5837262272834778,0.5837262272834778,6.335671424865723,0.606921911239624,0.606921911239624,0.606921911239624
7,32.236175537109375,0.5837262272834778,0.5837262272834778,0.5837262272834778,6.335671424865723,0.606921911239624,0.606921911239624,0.606921911239624
8,32.23619842529297,0.5837262272834778,0.5837262272834778,0.5837262272834778,6.335671424865723,0.606921911239624,0.606921911239624,0.606921911239624
9,32.236202239990234,0.5837262272834778,0.5837262272834778,0.5837262272834778,6.335671424865723,0.606921911239624,0.606921911239624,0.606921911239624
10,32.23621368408203,0.5837262272834778,0.5837262272834778,0.5837262272834778,6.335671424865723,0.606921911239624,0.606921911239624,0.606921911239624
11,32.23618698120117,0.5837262272834778,0.5837262272834778,0.5837262272834778,6.335671424865723,0.606921911239624,0.606921911239624,0.606921911239624
12,32.2361946105957,0.5837262272834778,0.5837262272834778,0.5837262272834778,6.335671424865723,0.606921911239624,0.606921911239624,0.606921911239624
13,32.236183166503906,0.5837262272834778,0.5837262272834778,0.5837262272834778,6.335671424865723,0.606921911239624,0.606921911239624,0.606921911239624
14,32.236209869384766,0.5837262272834778,0.5837262272834778,0.5837262272834778,6.335671424865723,0.606921911239624,0.606921911239624,0.606921911239624
15,32.2362060546875,0.5837262272834778,0.5837262272834778,0.5837262272834778,6.335671424865723,0.606921911239624,0.606921911239624,0.606921911239624
16,32.23618698120117,0.5837262272834778,0.5837262272834778,0.5837262272834778,6.335671424865723,0.606921911239624,0.606921911239624,0.606921911239624
17,32.236183166503906,0.5837262272834778,0.5837262272834778,0.5837262272834778,6.335671424865723,0.606921911239624,0.606921911239624,0.606921911239624
18,32.236175537109375,0.5837262272834778,0.5837262272834778,0.5837262272834778,6.335671424865723,0.606921911239624,0.606921911239624,0.606921911239624
19,32.2361946105957,0.5837262272834778,0.5837262272834778,0.5837262272834778,6.335671424865723,0.606921911239624,0.606921911239624,0.606921911239624
20,32.23618698120117,0.5837262272834778,0.5837262272834778,0.5837262272834778,6.335671424865723,0.606921911239624,0.606921911239624,0.606921911239624
21,32.23619842529297,0.5837262272834778,0.5837262272834778,0.5837262272834778,6.335671424865723,0.606921911239624,0.606921911239624,0.606921911239624
22,32.23618698120117,0.5837262272834778,0.5837262272834778,0.5837262272834778,6.335671424865723,0.606921911239624,0.606921911239624,0.606921911239624
23,32.236183166503906,0.5837262272834778,0.5837262272834778,0.5837262272834778,6.335671424865723,0.606921911239624,0.606921911239624,0.606921911239624
24,32.23622131347656,0.5837262272834778,0.5837262272834778,0.5837262272834778,6.335671424865723,0.606921911239624,0.606921911239624,0.606921911239624
25,32.23619079589844,0.5837262272834778,0.5837262272834778,0.5837262272834778,6.335671424865723,0.606921911239624,0.606921911239624,0.606921911239624
