epoch,loss,categorical_accuracy,precision,recall
1,3.031412363052368,0.41192683577537537,0.6100778579711914,0.06413985043764114
2,2.984261989593506,0.42727386951446533,0.5973370671272278,0.1176307424902916
3,2.9330427646636963,0.43873268365859985,0.5574023127555847,0.16355997323989868
4,2.8738064765930176,0.44967249035835266,0.5459908246994019,0.2091267853975296
5,2.798131227493286,0.4640709459781647,0.5422304272651672,0.2557092607021332
6,2.72676420211792,0.4757266342639923,0.543081521987915,0.2905331552028656
7,2.6534481048583984,0.4873778522014618,0.5485237240791321,0.3226948082447052
8,2.585548162460327,0.49790599942207336,0.5550538301467896,0.34705767035484314
9,2.5119423866271973,0.5106847286224365,0.5654743313789368,0.37375614047050476
10,2.4555182456970215,0.5217543244361877,0.5738897323608398,0.3936312198638916
11,2.405831813812256,0.5303853154182434,0.5813791751861572,0.40845027565956116
12,2.358470916748047,0.5412625074386597,0.5901878476142883,0.4248979985713959
13,2.3074944019317627,0.5509315729141235,0.5996274948120117,0.44220030307769775
14,2.2564706802368164,0.5598042011260986,0.6069227457046509,0.4569164514541626
15,2.214897632598877,0.567048192024231,0.6136109828948975,0.469386488199234
16,2.1876537799835205,0.5726097822189331,0.6169235110282898,0.47822779417037964
17,2.1443066596984863,0.5801759362220764,0.6247006058692932,0.49134212732315063
18,2.1104273796081543,0.5877733826637268,0.6305570006370544,0.5017405152320862
19,2.0797836780548096,0.5928204655647278,0.634573757648468,0.5103626251220703
20,2.0540530681610107,0.5978183150291443,0.6380431652069092,0.5167385339736938
21,2.022948741912842,0.602914571762085,0.6415504813194275,0.5251995325088501
22,2.002077102661133,0.6070443987846375,0.6470080018043518,0.5327388644218445
23,1.9728626012802124,0.6135098338127136,0.6505240797996521,0.5409314036369324
24,1.9501116275787354,0.6180960536003113,0.655919075012207,0.547316312789917
25,1.93352210521698,0.6209775805473328,0.6579525470733643,0.5523543953895569
