epoch,loss,precision
1,30.530303955078125,0.1897936910390854
2,30.471132278442383,0.1924131214618683
3,30.4359130859375,0.19038093090057373
4,30.419321060180664,0.19074980914592743
5,30.42035484313965,0.1900656372308731
6,30.41357421875,0.19049476087093353
7,30.426116943359375,0.1899741291999817
8,30.42231559753418,0.19026179611682892
9,30.432010650634766,0.18983294069766998
10,30.429126739501953,0.18954512476921082
11,30.41683578491211,0.19045551121234894
12,30.414810180664062,0.19060766696929932
13,30.419279098510742,0.19043059647083282
14,30.425792694091797,0.19000379741191864
15,30.410354614257812,0.19073039293289185
16,30.415225982666016,0.19061490893363953
17,30.421161651611328,0.19022135436534882
18,30.414812088012695,0.19062279164791107
19,30.428743362426758,0.18970678746700287
20,30.41858673095703,0.19030168652534485
21,30.40921401977539,0.19107046723365784
22,30.421035766601562,0.19021326303482056
23,30.440927505493164,0.18920285999774933
24,30.39902687072754,0.1914331018924713
25,30.40725326538086,0.19083905220031738
26,30.408050537109375,0.19099032878875732
27,30.407079696655273,0.19108836352825165
28,30.3952693939209,0.1915780007839203
29,30.406234741210938,0.19112159311771393
30,30.415298461914062,0.1906585842370987
