epoch,loss,categorical_accuracy,precision,recall,val_loss,val_categorical_accuracy,val_precision,val_recall
1,3.294402837753296,0.3635517656803131,0.32161685824394226,0.0008186087943613529,1.081484079360962,0.4529704749584198,0.0,0.0
2,3.2826669216156006,0.3788548409938812,0.5816993713378906,0.0007962424424476922,1.0933140516281128,0.3866366147994995,0.8214285969734192,0.001543272053822875
3,3.277569055557251,0.37520912289619446,0.5727699398994446,0.002182956784963608,1.1018024682998657,0.35332876443862915,0.5555555820465088,0.0005367902340367436
4,3.271254301071167,0.37517333030700684,0.554444432258606,0.004464325495064259,1.122087001800537,0.26385924220085144,0.3098159432411194,0.00135539541952312
5,3.262209177017212,0.3768821358680725,0.5164198279380798,0.007175128441303968,1.1217669248580933,0.2609337568283081,0.18692810833454132,0.0038380504120141268
6,3.2489073276519775,0.37984344363212585,0.47349148988723755,0.013303511776030064,1.1359062194824219,0.28013741970062256,0.31961119174957275,0.00750164408236742
7,3.233480930328369,0.38365912437438965,0.46957510709762573,0.02219637669622898,1.0930206775665283,0.35978367924690247,0.36810827255249023,0.014963028952479362
8,3.217038154602051,0.388526052236557,0.4578767716884613,0.03420711308717728,1.1302964687347412,0.2916918396949768,0.2698621153831482,0.01654656045138836
9,3.18912410736084,0.3988235294818878,0.4566092789173126,0.05173339322209358,1.1124475002288818,0.3344874382019043,0.2909911572933197,0.04239301010966301
10,3.1617929935455322,0.4073764383792877,0.4588257372379303,0.07641690969467163,1.1307138204574585,0.3267039656639099,0.2858385145664215,0.052927520126104355
11,3.1211373805999756,0.4182688295841217,0.46536731719970703,0.10509952902793884,1.17608642578125,0.27450111508369446,0.2266913652420044,0.06731349974870682
12,3.071331262588501,0.4293893873691559,0.4702857434749603,0.1395079344511032,1.2076598405838013,0.2679925262928009,0.22850655019283295,0.08777862787246704
13,3.014845848083496,0.43960633873939514,0.4792886972427368,0.17277118563652039,1.1374551057815552,0.3466860055923462,0.30767789483070374,0.11018962413072586
14,2.963332414627075,0.44930440187454224,0.48712536692619324,0.19929322600364685,1.1423336267471313,0.35487204790115356,0.31618717312812805,0.1342109888792038
15,2.9147262573242188,0.45762917399406433,0.49610844254493713,0.2249698042869568,1.130375623703003,0.3818994462490082,0.3490874767303467,0.15324020385742188
16,2.859149217605591,0.46927309036254883,0.5081565976142883,0.25081637501716614,1.1816564798355103,0.34323710203170776,0.29814279079437256,0.1454164832830429
17,2.8075897693634033,0.4797360897064209,0.5170555710792542,0.2725788354873657,1.1749916076660156,0.3743038475513458,0.35614636540412903,0.19630420207977295
18,2.767709732055664,0.4883650243282318,0.5252538919448853,0.2931201159954071,1.187682867050171,0.3653797209262848,0.34221282601356506,0.1910168081521988
19,2.7197647094726562,0.4971192181110382,0.5336935520172119,0.31282487511634827,1.2750471830368042,0.3059704601764679,0.26904112100601196,0.1610773354768753
20,2.6803150177001953,0.5061686635017395,0.5406997799873352,0.3267636001110077,1.2453246116638184,0.34013715386390686,0.31212520599365234,0.18789000809192657
21,2.645047187805176,0.5132185220718384,0.5464126467704773,0.3413911759853363,1.3405122756958008,0.2797348201274872,0.2482510805130005,0.15858125686645508
22,2.6212289333343506,0.5183001756668091,0.5517070889472961,0.35484230518341064,1.3128652572631836,0.3159681558609009,0.28545644879341125,0.18253552913665771
23,2.581322431564331,0.525229275226593,0.5606193542480469,0.36945202946662903,1.2932838201522827,0.3595823645591736,0.3336653709411621,0.22475408017635345
24,2.5598859786987305,0.530879020690918,0.5640566349029541,0.378989040851593,1.2516402006149292,0.3683454692363739,0.3512941300868988,0.23605351150035858
25,2.5343549251556396,0.5363140106201172,0.5693656802177429,0.38714829087257385,1.2973252534866333,0.3486586809158325,0.3225118815898895,0.22330474853515625
