epoch,loss,precision
1,1.4007636308670044,0.21801702678203583
2,1.387293815612793,0.21741637587547302
3,1.386598825454712,0.22157733142375946
4,1.3871277570724487,0.21690918505191803
5,1.3867238759994507,0.22383864223957062
6,1.386647343635559,0.22114761173725128
7,1.3867230415344238,0.22081796824932098
8,1.3867028951644897,0.22452418506145477
9,1.3872357606887817,0.21742486953735352
10,1.3867406845092773,0.21747660636901855
11,1.3866468667984009,0.2201230823993683
12,1.3866440057754517,0.2157350778579712
13,1.389389157295227,0.21982288360595703
14,1.3869247436523438,0.22115284204483032
15,1.3884538412094116,0.2200053185224533
16,1.3870002031326294,0.21922646462917328
17,1.3867015838623047,0.2188761681318283
18,1.3896310329437256,0.21677841246128082
19,1.3868882656097412,0.21874085068702698
20,1.38675057888031,0.2176366001367569
21,1.3865344524383545,0.219495952129364
22,1.3865818977355957,0.2208736687898636
23,1.3866090774536133,0.21742631494998932
24,1.3867589235305786,0.22418548166751862
25,1.3865981101989746,0.22204606235027313
26,1.386566400527954,0.2196515053510666
27,1.3866839408874512,0.2181423157453537
28,1.3864095211029053,0.22282826900482178
29,1.3867145776748657,0.22390088438987732
30,1.3869925737380981,0.21587030589580536
