epoch,loss,precision
1,1.4043242931365967,0.2255018949508667
2,1.3935245275497437,0.22088424861431122
3,1.3897258043289185,0.2267250269651413
4,1.3890773057937622,0.2228928655385971
5,1.3882211446762085,0.22992382943630219
6,1.3849210739135742,0.2328832447528839
7,1.3787308931350708,0.24482032656669617
8,1.3796578645706177,0.24526837468147278
9,1.376889705657959,0.246914342045784
10,1.3751085996627808,0.24988076090812683
11,1.371777057647705,0.25211986899375916
12,1.3717217445373535,0.25755465030670166
13,1.371309757232666,0.2540566623210907
14,1.3707890510559082,0.2545900344848633
15,1.3697072267532349,0.2556924819946289
16,1.3660746812820435,0.2595410645008087
17,1.3666270971298218,0.25795233249664307
18,1.3649954795837402,0.2612522840499878
19,1.3633641004562378,0.26397889852523804
20,1.3599178791046143,0.266207218170166
21,1.3585861921310425,0.26992255449295044
22,1.3566079139709473,0.27072015404701233
23,1.3535561561584473,0.2748863995075226
24,1.351073980331421,0.27637118101119995
25,1.3474352359771729,0.27773499488830566
26,1.3412355184555054,0.2836707532405853
27,1.335439920425415,0.28899630904197693
28,1.329874873161316,0.29185476899147034
29,1.3179243803024292,0.3018607795238495
30,1.3032047748565674,0.3084993362426758
