epoch,loss,precision
1,1.4054747819900513,0.2777276933193207
2,1.389249563217163,0.2764001786708832
3,1.3893094062805176,0.2831972539424896
4,1.3886038064956665,0.28059113025665283
5,1.3882837295532227,0.2791866064071655
6,1.3860658407211304,0.2898714244365692
7,1.38542902469635,0.28352785110473633
8,1.3871809244155884,0.28766846656799316
9,1.3827660083770752,0.2946000099182129
10,1.380349040031433,0.294450968503952
11,1.3812942504882812,0.29679375886917114
12,1.3845248222351074,0.2990536391735077
13,1.3815207481384277,0.3002539277076721
14,1.3830307722091675,0.2993371784687042
15,1.3784618377685547,0.30347952246665955
16,1.384813666343689,0.29982516169548035
17,1.379739761352539,0.2970786392688751
18,1.3783780336380005,0.2993484139442444
19,1.3774932622909546,0.3063186705112457
20,1.378746747970581,0.3051662743091583
21,1.3758312463760376,0.304043710231781
22,1.3754326105117798,0.31003308296203613
23,1.3745793104171753,0.31193384528160095
24,1.3771677017211914,0.3031098544597626
25,1.3735084533691406,0.30909091234207153
26,1.3746880292892456,0.30544203519821167
27,1.371024489402771,0.31239837408065796
28,1.3734188079833984,0.30654987692832947
29,1.3739961385726929,0.31225213408470154
30,1.370888352394104,0.3096619248390198
