epoch,loss,precision
1,1.4273725748062134,0.26428571343421936
2,1.3897303342819214,0.27156275510787964
3,1.3886778354644775,0.2743966281414032
4,1.387305736541748,0.2835041284561157
5,1.3894237279891968,0.2772466540336609
6,1.3870829343795776,0.2774352729320526
7,1.3880301713943481,0.2729458808898926
8,1.3866184949874878,0.2818106412887573
9,1.387294888496399,0.2710430920124054
10,1.3874214887619019,0.2785671353340149
11,1.3884791135787964,0.26957637071609497
12,1.386762022972107,0.2738717198371887
13,1.3866314888000488,0.27140098810195923
14,1.3886902332305908,0.2700774669647217
15,1.387926697731018,0.2679211497306824
16,1.387783408164978,0.273711234331131
17,1.3877068758010864,0.27577638626098633
18,1.3874266147613525,0.26394420862197876
19,1.3874481916427612,0.26817524433135986
20,1.386707067489624,0.27172255516052246
21,1.3884168863296509,0.27643585205078125
22,1.3866691589355469,0.2760923504829407
23,1.3882910013198853,0.2720891833305359
24,1.3871794939041138,0.2747941315174103
25,1.387790560722351,0.2712075710296631
26,1.3877325057983398,0.26981285214424133
27,1.3877311944961548,0.27457723021507263
28,1.3868796825408936,0.2679726183414459
29,1.386758804321289,0.2731929421424866
30,1.3860352039337158,0.27578914165496826
